reported_result_id	study_accession	source_sample_id	showcase_sample_id	metabolite_name	reported_abundance	source_identification_label	database_identifier	chemical_formula	smiles	inchi	pubchem_id	kegg_id	hmdb_id	method	is_internal_standard	result_layer	mapping_to_reprocessed_feature	annotation_source
MTBLS2015:ROW:0098	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Glutaric acid	59164	Glutaric acid	CHEBI:17859	C5H8O4	OC(=O)CCCC(O)=O	InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0099	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Succinic acid	62143862	Succinic acid	CHEBI:15741	C4H6O4	OC(=O)CCC(O)=O	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0100	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	D-Glucose	364279	D-Glucose	CHEBI:17634	C6H12O6							False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0101	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Alpha-D-Glucose	393492	Alpha-D-Glucose	CHEBI:17925	C6H12O6	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6+/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0102	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Phosphoenolpyruvic acid	804819	Phosphoenolpyruvic acid	CHEBI:44897	C3H5O6P	OC(=O)C(=C)OP(O)(O)=O	InChI=1S/C3H5O6P/c1-2(3(4)5)9-10(6,7)8/h1H2,(H,4,5)(H2,6,7,8)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0103	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Trehalose	2086660	Trehalose	CHEBI:27082	C12H22O11	OC[C@H]1OC(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12?/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0104	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	D-Maltose	4332671	D-Maltose	CHEBI:17306	C12H22O11	OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0105	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Acetoacetic acid	109395	Acetoacetic acid	CHEBI:15344	C4H6O3	CC(=O)CC(O)=O	InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0106	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	L-Glutamic acid	46176898	L-Glutamic acid	CHEBI:16015	C5H9NO4	N[C@@H](CCC(O)=O)C(O)=O	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0107	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	L-Sorbose	399859	L-Sorbose	CHEBI:17266	C6H12O6							False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0108	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Glucose 1-phosphate	532694	Glucose 1-phosphate	CHEBI:16077	C6H13O9P	OC[C@H]1OC(OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6?/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0109	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	D-Glutamic acid	23550813	D-Glutamic acid	CHEBI:15966	C5H9NO4	N[C@H](CCC(O)=O)C(O)=O	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0110	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	N-Alpha-acetyllysine	43375	N-Alpha-acetyllysine	CHEBI:35704	C8H16N2O3	CC(=O)N[C@@H](CCCCN)C(O)=O	InChI=1S/C8H16N2O3/c1-6(11)10-7(8(12)13)4-2-3-5-9/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0111	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	D-Xylose	68153	D-Xylose	CHEBI:65327	C5H10O5							False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0112	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	D-Lactic acid	244688	D-Lactic acid	CHEBI:42111	C3H6O3	C[C@@H](O)C(O)=O	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0113	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Alpha-Lactose	1988931	Alpha-Lactose	CHEBI:36219	C12H22O11	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11+,12+/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0114	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Dodecanoic acid	98581	Dodecanoic acid	CHEBI:30805	C12H24O2	CCCCCCCCCCCC(O)=O	InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0115	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Dihydroxyacetone	241328	Dihydroxyacetone	CHEBI:16016	C3H6O3	C(CO)(CO)=O	InChI=1S/C3H6O3/c4-1-3(6)2-5/h4-5H,1-2H2					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0116	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Hexadecanedioic acid	987	Hexadecanedioic acid	CHEBI:73722	C16H30O4	OC(=O)CCCCCCCCCCCCCCC(O)=O	InChI=1S/C16H30O4/c17-15(18)13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(19)20/h1-14H2,(H,17,18)(H,19,20)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0117	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Glyceraldehyde	236616	Glyceraldehyde	CHEBI:5445	C3H6O3	[H]C(=O)C(O)CO	InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0118	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	D-Lysine	37367	D-Lysine	CHEBI:16855	C6H14N2O2	NCCCC[C@@H](N)C(O)=O	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m1/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0119	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Guanine	16855	Guanine	CHEBI:16235	C5H5N5O	C12=C(N=C(NC1=O)N)NC=N2	InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0120	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	L-Allothreonine	155176	L-Allothreonine	CHEBI:28718	C4H9NO3	C([C@H]([C@@H](O)C)N)(=O)O	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3-/m0/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0121	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Oleic acid	186891	Oleic acid	CHEBI:16196	C18H34O2	CCCCCCCC\C=C/CCCCCCCC(O)=O	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0122	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	N-Acetyl-L-phenylalanine	47147	N-Acetyl-L-phenylalanine	CHEBI:16259	C11H13NO3	CC(=O)N[C@@H](Cc1ccccc1)C(O)=O	InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)/t10-/m0/s1					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0123	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Heptadecanoic acid	63139	Heptadecanoic acid	CHEBI:32365	C17H34O2	CCCCCCCCCCCCCCCCC(O)=O	InChI=1S/C17H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H,18,19)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
MTBLS2015:ROW:0124	MTBLS2015	102.100.100/50913	ECOLI-B36-RPMI	Urocanic acid	59034	Urocanic acid	CHEBI:27248	C6H6N2O2	[H]C(=C([H])c1c[nH]cn1)C(O)=O	InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)					False	publisher-reported processed metabolite result	not available: source MAF omits m/z and retention time	MetaboLights MTBLS2015 MAF: m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv
