modality	platform	comparison_key	B36_logFC	MS14384_logFC	B36_FDR	MS14384_FDR	gene_name	annotation_description	MS14384_minus_B36_logFC	B36_significant_FDR_lt_0_05	MS14384_significant_FDR_lt_0_05	comparison_definition	source_layer
RNAseq	publisher_transcriptomics	g004840	-0.592333276691701	-0.137704599749784	0.120644788694484	0.81669602863298	trkH	Trk system potassium transporter TrkH	0.454628676941917	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004841	-0.269332415827539	-0.35602007948658	0.607210457891449	0.43218684140246	viaA	ATPase RavA stimulator ViaA	-0.08668766365904101	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004843	-1.30305483883262	-0.834390358746254	0.0067610945736739	0.102663684496438	thiI	tRNA 4-thiouridine(8) synthase ThiI	0.46866448008636596	True	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004845	-0.532109614563707	-0.108384162133075	0.190817098889733	0.849791070641106	tldD	metalloprotease TldD	0.423725452430632	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004847	-0.953696242781774	-0.577213841030852	0.0467319894406063	0.182369252256352	pyk	pyruvate kinase	0.37648240175092196	True	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004849	2.20382780318443	1.47896619482655	0.000156227322496804	0.00147798848216013	aldA	aldehyde dehydrogenase	-0.72486160835788	True	True	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004850	0.300808142439312	0.24386329667438	0.551644542929646	0.696267867212382	glgA	glycogen synthase GlgA	-0.05694484576493197	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004851	-0.516319579559715	-0.3108534121313	0.356930355914344	0.530119325609827	rpoN	RNA polymerase factor sigma-54	0.20546616742841495	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004852	-0.091108065423437	0.243284486075818	0.825567165895919	0.583712520373051	dacB	serine-type D-Ala-D-Ala carboxypeptidase	0.334392551499255	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004853	-0.392563907062838	-0.187473715529354	0.27434761116236	0.676956997735329	hldE	bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE	0.205090191533484	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004855	3.21548269193258	0.188772112395005	0.000142992181011493	0.89488238399632	EW036_RS17595	anion permease	-3.026710579537575	True	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004856	-0.294895847297203	1.30688094724368	0.428655964045964	0.0579937104228085	murP	PTS N-acetylmuramic acid transporter subunit IIBC	1.601776794540883	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004858	0.597651727901622	0.506352661917896	0.148423380375444	0.226964892140154	cysN	sulfate adenylyltransferase subunit CysN	-0.09129906598372606	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004859		-0.153077023897885		0.89941644966674	EW037_RS05490	UbiD family decarboxylase		False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004861	0.00535251350374249	0.337818075297531	0.988756199437788	0.393525154433416	qseE	two component system sensor histidine kinase QseE/GlrK	0.3324655617937885	False	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
RNAseq	publisher_transcriptomics	g004862	-0.840784871444025	-0.500336804067126	0.0254468502878232	0.258061990431657	EW036_RS25455	DHA2 family efflux MFS transporter permease subunit	0.34044806737689903	True	False	difference between each strain's serum-versus-RPMI response; not a direct abundance fold-change between strains	public_processed
