gene_id	gene_symbol	description	BC187	YJM981	CENPK1137D_TPM	BC187_within_dataset_percentile	YJM981_within_dataset_percentile	CENPK1137D_TPM_within_dataset_percentile	comparison_scope	source_layer
YDR185C	UPS3	Ups3p	15.746895	18.247831	23.372898203249623	0.19879238272178357	0.23525313516024152	0.19379917572124392	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR186C	SND1	Snd1p	109.1163	74.820265	98.60275050664764	0.7547607988852764	0.6566031893481963	0.6892094417384789	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR188W	CCT6	chaperonin-containing T-complex subunit CCT6	215.04444	152.120861	267.9978382646831	0.8724260721473912	0.8273726583062394	0.8825402772573998	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR189W	SLY1	syntaxin-binding protein	108.363193	101.772013	60.20185774090384	0.7533673943334882	0.7448521442947825	0.5412139378044212	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR190C	RVB1	RuvB family ATP-dependent DNA helicase pontin	148.441639	136.858735	157.36408186843067	0.8157609537080044	0.8099551014088868	0.8008617459722742	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR191W	HST4	NAD-dependent histone deacetylase HST4	15.280006	17.706791	25.703888051013067	0.1952314599783248	0.23145997832481807	0.2227426002248033	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR192C	NUP42	FG-nucleoporin NUP42	29.593933	20.322411	35.89990396879641	0.3161480105279455	0.2546833875212881	0.3390783064818284	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR194C	MSS116	ATP-dependent RNA helicase	184.132119	162.995667	78.80005679952731	0.8498219538628271	0.8386747174485214	0.6290745597602098	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR194W-A	YDR194W-A	uncharacterized protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR195W	REF2	RNA-processing protein REF2	35.563213	41.006363	37.55420722544603	0.3825669608298498	0.4455798111162719	0.3574372424128887	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR196C	CAB5	putative dephospho-CoA kinase	90.186765	90.485114	145.259664866477	0.7030500077411364	0.7107911441399597	0.7847508430123642	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR197W	CBS2	Cbs2p	38.519329	67.376608	46.26635234079157	0.41058987459359036	0.6208391391856325	0.4423004870738104	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR198C	RKM2	protein-lysine N-methyltransferase	27.163395	22.809789	33.501154091324466	0.2931568354234402	0.2770552717138876	0.31528662420382164	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR200C	VPS64	Vps64p	43.102246	32.574641	40.332736734202655	0.45084378386747176	0.3663105743923208	0.390783064818284	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR201W	SPC19	Spc19p	58.054819	92.338424	84.19875376833299	0.5632450843783867	0.7165195850750891	0.6491195204196328	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR202C	RAV2	Rav2p	62.80864	90.202348	92.4291883492144	0.5903390617742684	0.7100170305000774	0.6706631697264893	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR204W	COQ4	ubiquinone biosynthesis protein COQ4	46.397103	87.980616	148.72397725758242	0.47739588171543584	0.7035144759250658	0.7909329336830273	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR205W	MSC2	metal cation transporter MSC2	37.531911	46.815126	29.01463225230988	0.4019198018269082	0.4951230840687413	0.2647058823529412	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR206W	EBS1	Ebs1p	58.930754	55.67135	49.9150029425331	0.5678897662176807	0.5581359343551633	0.4690895466466842	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR207C	UME6	DNA-binding transcriptional regulator UME6	35.218863	30.08603	25.411394701263035	0.379315683542344	0.34401610156370954	0.21955788684900712	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR208W	MSS4	1-phosphatidylinositol-4-phosphate 5-kinase	74.131538	99.661233	64.24550480482974	0.6426691438303143	0.7395881715435826	0.5620082427875609	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR209C	YDR209C	uncharacterized protein	78.04983	182.478314		0.6590803529958198	0.8536151106982505		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR210C-C	YDR210C-C	gag protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR210C-D	YDR210C-D	gag-pol fusion protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR210W	CPP2	cysteine-rich palmitoylated domain-containing protein CPP2	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR210W-A	YDR210W-A	gag protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR210W-B	YDR210W-B	gag-pol fusion protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR211W	GCD6	translation initiation factor eIF2B catalytic subunit epsilon	113.29814	113.633059	58.80922773720874	0.7642049852918409	0.7721009444186406	0.5318471337579618	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR212W	TCP1	chaperonin-containing T-complex alpha subunit TCP1	136.154407	172.050981	160.2713019651403	0.8012076172782164	0.845486917479486	0.8047958036717872	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR213W	UPC2	Upc2p	26.979911	16.770436	8.387648370531593	0.29153119677968725	0.22333178510605356	0.03615586361933308	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR214W	AHA1	Aha1p	161.50662	124.771497	822.1133937815381	0.8276823037621923	0.7911441399597461	0.9655301611090296	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR215C	YDR215C	uncharacterized protein	2.053943	0.0		0.11658151416627961	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR216W	ADR1	DNA-binding transcription factor ADR1	47.954292	27.289053	65.45823756620062	0.48970428858956494	0.31212261960055737	0.5687523417010116	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR217C	RAD9	chromatin-binding protein RAD9	30.508107	30.088027	18.80537000475199	0.32729524694225115	0.344170924291686	0.13563132259273136	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR218C	SPR28	septin SPR28	1.337001	0.0	31.310863630768363	0.11224647778293853	0.06758012076172783	0.29261895841139	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR219C	MFB1	Mfb1p	66.299161	72.834692	47.34767361344989	0.6093822573153739	0.6473138256696083	0.4505432746346946	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR221W	GTB1	Gtb1p	31.0458	23.361377	49.80455406609949	0.3320947515095216	0.2819321876451463	0.46777819408017984	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR222W	YDR222W	uncharacterized protein	39.518651	28.950886	35.50882611647539	0.41771172008050783	0.32961758786189815	0.33514424878231547	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR223W	CRF1	Crf1p	12.718646	9.357862	97.88649674865228	0.18300046446818394	0.17634308716519584	0.6871487448482577	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR224C	HTB1	histone H2B	2490.87255	2471.751704	1624.0622903045871	0.9933426226970119	0.9931877999690355	0.9870738104158862	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR225W	HTA1	histone H2A	1336.236555	1333.600909	1361.2516502433953	0.983743613562471	0.9835887908344945	0.9833270887973024	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR226W	ADK1	adenylate kinase ADK1	824.911356	829.74444	542.712407607294	0.9696547453166124	0.9707385044124478	0.9451105282877482	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR227W	SIR4	chromatin-silencing protein SIR4	37.959404	37.059613	22.839741584926788	0.4047066109304846	0.4053259018423905	0.18733608092918697	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR228C	PCF11	Pcf11p	38.425439	45.401303	43.16717084427921	0.40950611549775506	0.48227279764669456	0.4164481079055826	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR229W	IVY1	Ivy1p	35.586596	45.820546	60.02819230173802	0.38303142901377923	0.4880012385818238	0.5402772573997752	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR231C	COX20	Cox20p	115.579155	79.723535	248.7057905899184	0.7686948444031584	0.6750270939773959	0.8718621206444361	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR232W	HEM1	5-aminolevulinate synthase	170.892537	133.618	121.43744936036217	0.8365071992568509	0.8044588945657223	0.7452229299363057	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR233C	RTN1	Rtn1p	636.791684	506.747209	764.9886411928459	0.9583526861743303	0.9448831088403777	0.9617834394904459	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR234W	LYS4	homoaconitate hydratase LYS4	248.72834	189.314677	143.40317082051428	0.889921040408732	0.8574082675336739	0.781566129636568	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR235W	PRP42	mRNA splicing protein PRP42	29.644614	36.16084	25.64585894595097	0.31692212416782783	0.3989781699953553	0.22180591982015735	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR236C	FMN1	riboflavin kinase	59.536207	64.992276	120.38643458112136	0.5711410435051866	0.609072611859421	0.7427875608842263	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR237W	MRPL7	mitochondrial 54S ribosomal protein uL5m MRPL7	148.010068	183.101107	98.43739379798647	0.815296485524075	0.8543118129741446	0.6888347695766205	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR238C	SEC26	coatomer subunit beta	229.607196	227.06747	75.82993667584067	0.8793930949063322	0.8801672085462146	0.6159610340951668	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR239C	YDR239C	uncharacterized protein	12.589523	26.399147	22.186456670089747	0.1822263508283016	0.30515559684161636	0.18040464593480704	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR240C	SNU56	Snu56p	23.572432	31.09164	20.955012182223804	0.2570057284409351	0.3512927697786035	0.16616710378418884	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR242W	AMD2	putative amidase	40.712882	69.673538	34.081935198193094	0.43048459513856635	0.6320637869639263	0.3203446983889097	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR243C	PRP28	mRNA splicing protein PRP28	20.211635	35.318383	15.158653843194156	0.23207926923672395	0.39115962223254375	0.09497939303109779	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR244W	PEX5	Pex5p	41.61496	51.796454	68.93670465167263	0.4393869019972132	0.5325901842390462	0.5859872611464968	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR245W	MNN10	alpha-1,6-mannosyltransferase	124.456427	113.93316	109.38990935734088	0.7830933581049698	0.7730298807864995	0.7158111652304234	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR246W	TRS23	TRAPP subunit TRS23	59.265588	39.81345	142.3621981470659	0.5694379934974454	0.43458739742994273	0.7804421131509929	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR246W-A	YDR246W-A	uncharacterized protein	29.613565	0.0		0.3164576559838984	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR247W	VHS1	putative serine/threonine protein kinase VHS1	111.659804	99.533626	72.24350353731704	0.7601795943644527	0.7392785260876297	0.6005994754589734	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR248C	YDR248C	gluconokinase	172.404154	203.171731	146.98420519569353	0.8391391856324508	0.8661557516643443	0.7879355563881604	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR249C	YDR249C	uncharacterized protein	16.673183	20.492217	16.123550097428886	0.2042111782009599	0.2562316148010528	0.10659423004870738	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR251W	PAM1	Pam1p	106.76054	85.639642	54.002364079710325	0.7490323579501471	0.6959281622542189	0.5001873360809291	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR252W	BTT1	CCR4-NOT core subunit BTT1	35.902922	29.19653	33.65697341267946	0.38535376993342624	0.3324043969654745	0.3162233046084676	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR253C	MET32	Met32p	84.147472	68.429368	163.12335204351305	0.6807555349125252	0.6265675801207617	0.8087298613713001	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR254W	CHL4	Chl4p	44.461822	54.862761	24.951459955538816	0.462532899829695	0.5531816070599164	0.21674784563506932	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR255C	RMD5	ubiquitin-protein ligase RMD5	36.941769	31.133741	39.10252637794842	0.3951076017959436	0.35183464932652114	0.37860621955788687	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR256C	CTA1	catalase A	21.423102	12.731045	848.7623382412626	0.24059451927542963	0.19585075089023068	0.9675908579992507	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR257C	RKM4	ribosomal lysine N-methyltransferase	54.97098	66.35575	26.536502606517757	0.5451308252051401	0.6165815141662796	0.23323342075683776	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR258C	HSP78	chaperone ATPase HSP78	172.091072	126.746021	517.0821962108082	0.8384424833565567	0.7950147081591578	0.9413638066691645	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR259C	YAP6	Yap6p	111.458494	74.131815	32.831904003520364	0.7600247716364762	0.653197089332714	0.30723117272386663	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR260C	SWM1	Swm1p	36.466495	38.416487	89.6644515867354	0.3907725654126026	0.42127264282396654	0.6639190708130386	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR261C	EXG2	glucan exo-1,3-beta-glucosidase	45.814236	23.336481	22.085935779980105	0.47391237033596534	0.2814677194612169	0.17890595728737355	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR261C-C	YDR261C-C	gag protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR261C-D	YDR261C-D	gag-pol fusion protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR261W-A	YDR261W-A	gag protein	0.0	0.0		0.052562316148010525	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR261W-B	YDR261W-B	gag-pol fusion protein	1.920209	0.0		0.11580740052639728	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR262W	YDR262W	uncharacterized protein	119.399537	68.178711	711.6319775289776	0.77519739897817	0.6250193528409971	0.9587860621955788	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR263C	DIN7	exodeoxyribonuclease DIN7	18.414003	27.943315	15.83500295904615	0.21644217371110078	0.3207926923672395	0.10266017234919446	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR264C	AKR1	palmitoyltransferase AKR1	70.02737	77.284933	67.27728345562834	0.6270320483046912	0.667750425762502	0.5775571375046834	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR265W	PEX10	ubiquitin-protein ligase peroxin 10	55.347076	64.7852	58.91629961292509	0.5473757547607989	0.607756618671621	0.5327838141626077	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR266C	HEL2	E3 ubiquitin-protein ligase HEL2	54.031535	92.379646	27.9744375370144	0.5389379160860814	0.7166744078030655	0.25196702884975647	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR267C	CIA1	iron-sulfur cluster assembly protein CIA1	52.235925	39.693168	45.05108475429988	0.5237652887443877	0.43396810651803686	0.4329336830273511	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR268W	MSW1	tryptophan--tRNA ligase MSW1	33.565751	43.218548	22.511791427340437	0.3598080198173092	0.4636166589255303	0.18284001498688648	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR270W	CCC2	Cu(2+)-transporting P-type ATPase CCC2	86.020354	62.097098	36.7919651318815	0.6888063167673014	0.5945192754296331	0.35088047958036717	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR272W	GLO2	hydroxyacylglutathione hydrolase GLO2	120.592588	123.421696	239.50846231548164	0.7770552717138876	0.7895959126799814	0.8677407268639941	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR273W	DON1	Don1p	12.391	0.0	25.28870953138484	0.18176188264437218	0.06758012076172783	0.21880854252529036	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR274C	YDR274C	uncharacterized protein	22.858397	0.0		0.25127728750580586	0.06758012076172783		gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR275W	TLD1	triglyceride-associated lipolysis regulator TLD1	90.07758	115.981979	291.3689259066119	0.702585539557207	0.7772100944418641	0.8920944173847883	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR276C	PMP3	Pmp3p	2358.65998	2698.07221	4094.430917390693	0.9924136863291532	0.9938070908809413	0.9960659423004871	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR277C	MTH1	Mth1p	104.495527	88.295958	151.1160192587983	0.7437683851989472	0.7042885895649481	0.7944923192206819	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR279W	RNH202	Rnh202p	55.719784	99.817197	49.67573236360177	0.550085152500387	0.7403622851834649	0.4668415136755339	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR280W	RRP45	exosome non-catalytic core subunit RRP45	92.628797	67.982117	49.03725701466098	0.711565257779842	0.6242452392011147	0.4627201198950918	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR281C	PHM6	Phm6p	2202.765715	2721.533707	18.25312050158542	0.9916395726892708	0.9939619136089178	0.12851255151742225	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR282C	MRX10	Mrx10p	30.051906	55.403054	47.42163924611128	0.32187645146307475	0.5559684161634928	0.450917946796553	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR283C	GCN2	serine/threonine-protein kinase GCN2	29.02741	44.190531	17.88167513140182	0.30980027868091037	0.47220932032822416	0.1236418134132634	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR284C	DPP1	bifunctional diacylglycerol diphosphate phosphatase/phosphatidate phosphatase	160.292536	218.973976	109.44964055176894	0.8264437219383806	0.8760644062548382	0.7161858373922817	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR285W	ZIP1	Zip1p	9.70699	13.748366	16.809276105076783	0.16519585075089024	0.20250812819321876	0.1135256650430873	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR286C	MGP12	Mgp12p	142.954425	66.644254	113.40936693402864	0.8085616968570987	0.6178975073540796	0.7246159610340952	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR287W	INM2	inositol monophosphate 1-phosphatase INM2	109.314626	33.630815	111.998461014889	0.7555349125251587	0.37544511534293235	0.7206819033345823	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR288W	NSE3	Smc5-Smc6 complex subunit NSE3	46.619098	57.624731	50.590023084665305	0.47948598854311814	0.5695154048614337	0.4741476208317722	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR289C	RTT103	Rtt103p	41.479627	26.704143	63.84791704302337	0.43807090880941324	0.30701346957733394	0.5597602098164106	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR291W	HRQ1	ATP-dependent 3'-5' DNA helicase	17.879592	35.547723	17.735650028068825	0.21179749187180677	0.3927852608762966	0.12176845260397152	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR292C	SRP101	signal recognition particle receptor subunit alpha	78.835743	72.16988	67.41315012319907	0.6626412757392786	0.6437529029261495	0.5777444735856125	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR293C	SSD1	mRNA-binding translational repressor SSD1	123.256275	109.399469	146.4402686787135	0.7807710171853228	0.760953708004335	0.7868115399025852	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR294C	DPL1	sphinganine-1-phosphate aldolase DPL1	99.926062	42.681368	168.52255755359982	0.7323115033286887	0.4598235020901068	0.8150992881228925	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR295C	HDA2	Hda2p	52.909569	50.282913	26.8701763047729	0.5293389069515405	0.5217525932806936	0.23772948669913826	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR296W	MHR1	mitochondrial 54S ribosomal protein mL67 MHR1	124.86525	77.171445	129.11724381883272	0.7838674717448522	0.6672859575785726	0.7602098164106407	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR297W	SUR2	sphingosine hydroxylase	77.744672	112.615188	122.7411054216366	0.6575321257160551	0.7697786034989936	0.7480329711502436	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR298C	ATP5	F1F0 ATP synthase subunit 5	428.492986	472.901545	578.2871996766457	0.934355163337978	0.9402384270010837	0.9490445859872612	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR299W	BFR2	rRNA-processing protein BFR2	67.814667	47.069173	39.66839545523488	0.6161944573463385	0.4972131908964236	0.3851629823904084	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR300C	PRO1	glutamate 5-kinase	87.874284	86.772904	59.05879173035569	0.6939154667905248	0.6988697940857718	0.5346571749718996	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR301W	CFT1	cleavage/polyadenylation factor CFT1	26.925104	20.962163	11.1184773485267	0.2910667285957579	0.259947360272488	0.05826152116897715	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR302W	GPI11	mannose-ethanolamine phosphotransferase GPI11	66.995882	114.46367	65.86907675461258	0.6130980027868091	0.7739588171543582	0.5708130385912327	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR303C	RSC3	Rsc3p	82.217989	91.445114	20.10174766464584	0.6742529803375136	0.7143520668834185	0.152304233795429	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR304C	CPR5	peptidylprolyl isomerase family protein CPR5	303.510958	319.740762	246.7598898803257	0.9102028177736492	0.9136089177891314	0.8711127763207194	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR305C	HNT2	bis(5'-adenosyl)-triphosphatase	54.933988	57.469617	95.0058932599696	0.5449760024771636	0.5685090571295867	0.6796553016110903	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR306C	PFU1	Pfu1p	49.706275	45.714818	74.73644045537571	0.5025545750116117	0.4866078340300356	0.6125889846384414	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR307W	PMT7	putative dolichyl-phosphate-mannose--protein mannosyltransferase	31.208779	31.376362	59.295949891200415	0.33403003560922745	0.35423440161015635	0.5363431997002622	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
YDR308C	SRB7	Srb7p	120.614518	209.655935	90.83934904525388	0.7772100944418641	0.8705681994116736	0.6659797677032596	gene-level evidence alignment; values are not batch-corrected and no cross-study fold change is reported	public_processed_cross_study_evidence
